"","people","mv_name","screen","play_t","play_wk","re_open","top_country","record_month","record_date","month_week","top_sup"
"2593",6,"어우동: 주인 없는 꽃 무삭제판",1,6,1,0,1,"3",18,"3",0
"2594",4,"어쩌다 암살클럽",1,1,1,0,0,"4",12,"2",0
"2596",1830,"어폴로지",10,18,8,0,0,"2",3,"1",0
"2597",23,"어퓨굿맨",1,1,1,1,1,"2",10,"2",0
"2598",364,"언노운 걸",4,5,4,0,0,"3",25,"4",0
"2600",2,"언더 워터 샤크",2,2,1,0,1,"1",2,"1",0
"2601",12611,"언더더씨",116,481,5,0,1,"2",3,"1",0
"2604",364,"언어의 정원",6,11,6,1,1,"2",24,"4",0
"2606",23,"언제나 마음은 태양",1,1,1,1,0,"1",5,"1",0
"2607",38,"언페이스풀",2,3,2,1,1,"2",3,"1",0
"2608",3849,"언프리티 소셜 스타",258,1035,5,0,1,"4",12,"2",0
"2610",119,"얼라이브",2,4,2,1,1,"2",28,"4",0
"2611",3747,"얼리맨",14,33,2,0,0,"1",16,"3",0
"2613",182,"엄마 애인",20,20,1,0,1,"4",29,"5",0
"2614",1,"엄마 애인 -무삭제판",1,1,1,0,1,"1",16,"3",0
"2615",1,"엄마 친구 : 그녀의 섹스고백",1,1,1,0,1,"3",4,"1",0
"2616",1,"엄마 친구 : 그녀의 섹스고백 무삭제판",1,1,1,0,1,"4",8,"2",0
"2617",1,"엄마 친구 : 여자를 배우다 무삭제판",1,1,1,0,1,"2",17,"3",0
"2618",1,"엄마 친구의 섹스",1,1,1,0,1,"2",14,"2",0
"2619",4,"엄마에게",1,2,1,1,1,"4",12,"2",0
"2620",8446,"엄마의 공책",247,1207,10,0,1,"3",13,"2",0
"2622",122,"엄마의 맛",18,20,2,0,1,"3",13,"2",0
"2623",1,"엄마의 밀애",1,1,1,0,1,"1",9,"2",0
"2624",2,"엄마의 불륜 무삭제판",2,2,2,0,1,"2",24,"4",0
"2625",10,"엄마의 일탈 - 아들의 친구를 사랑하다",1,1,1,0,1,"4",8,"2",0
"2626",161,"엄마의 직업",20,20,1,0,1,"2",17,"3",0
"2627",1,"엄마의 직업 [무삭제판]",1,1,1,0,1,"4",4,"1",0
"2628",10,"엄마의맛-무삭제",1,1,1,0,1,"4",25,"4",0
"2629",1,"엄마친구 3 무삭제판",1,1,1,0,1,"2",17,"3",0
"2630",130,"엄마친구 4",20,20,1,0,1,"4",1,"1",0
"2631",1,"엄마친구 딸 무삭제판",1,1,1,0,1,"3",18,"3",0
"2632",130,"엄마친구들",20,20,1,0,1,"4",18,"3",0
"2633",1,"엄마친구들 무삭제",1,1,1,0,1,"1",23,"4",0
"2634",1,"엄마친구의 섹스 무삭제판",1,1,1,0,1,"4",8,"2",0
"2635",1162,"업",11,29,2,1,1,"3",13,"2",0
"2636",1,"업소에 팔려버린 아이돌",1,1,1,0,1,"4",25,"4",0
"2638",2,"엉덩이 전문 마사지샵",1,1,1,0,1,"3",9,"2",0
"2639",146,"에곤 쉴레: 욕망이 그린 그림",1,2,1,0,0,"1",16,"3",0
"2640",19,"에너미 오브 스테이트",1,1,1,1,1,"1",9,"2",0
"2641",94,"에덴의 동쪽",2,6,2,1,1,"3",13,"2",0
"2642",0,"에델과 어니스트",1,1,1,0,0,"1",16,"3",0
"2643",1563,"에드워드",57,247,8,0,0,"3",27,"4",0
"2644",15,"에드워드 2세",1,1,1,1,0,"3",30,"5",0
"2645",1,"에로 스포츠마사지",1,1,1,0,1,"4",4,"1",0
"2649",81,"에스케이프 아테네",2,3,2,1,0,"2",28,"4",0
"2650",23,"에어 포스 원",1,1,1,1,1,"3",9,"2",0
"2652",1,"에이리언 지구대침공",1,1,1,0,1,"4",19,"3",0
"2653",1210,"에이리언: 커버넌트",12,58,5,0,1,"2",3,"1",1
"2654",110,"에이미",2,4,2,0,0,"2",3,"1",0
"2656",1,"엑소시스트: 사탄의 부활",1,1,1,0,1,"1",26,"4",0
"2657",10,"엑스텐션",1,1,1,1,0,"2",10,"2",0
"2658",3,"엔딩노트",1,1,1,1,1,"4",25,"4",0
"2660",67,"엔트랩먼트",1,2,1,1,1,"4",15,"3",0
"2661",17,"엔티티 블레이드",7,17,3,0,0,"3",20,"3",0
"2662",80,"엘 불리: 요리는 진행 중",1,1,1,1,0,"1",9,"2",0
"2663",609,"엘 시드",2,12,2,1,1,"4",1,"1",0
"2665",5351,"엘르",76,297,6,0,0,"2",3,"1",0
"2666",1,"엘리베이터에서 색다른 경험",1,1,1,0,1,"1",16,"3",0
"2667",1706,"엘리스 헤지나",36,171,9,0,0,"3",30,"5",0
"2668",4854,"엘리자의 내일",74,349,7,0,0,"2",31,"5",0
"2669",60,"엘리제궁의 요리사",1,1,1,0,0,"3",25,"4",0
"2671",7,"엘비스와 대통령",1,1,1,0,1,"3",6,"1",0
"2672",1,"엘에이 문라이트",1,1,1,0,1,"4",22,"4",0
"2674",1,"여관주인과 재혼한 아내의 딸",1,1,1,0,1,"4",12,"2",0
"2675",4,"여대생의 오일마사지",1,1,1,0,1,"3",25,"4",0
"2676",188,"여동생 커플 훔쳐보기",20,20,1,0,1,"1",16,"3",0
"2678",167,"여름이야기",7,8,7,1,0,"2",3,"1",0
"2679",16929,"여배우는 오늘도",208,1270,17,0,1,"2",28,"4",0
"2681",230,"여선생",20,20,1,0,1,"3",18,"3",0
"2682",1,"여선생 무삭제",1,1,1,0,1,"3",20,"3",0
"2688",1,"여성전용 뷰티샵",1,1,1,0,1,"3",27,"4",0
"2691",1,"여의사의 속옷파티",1,1,1,0,1,"2",21,"3",0
"2692",1,"여의사의 은밀한 치료",1,1,1,0,1,"3",11,"2",0
"2693",260,"여인잔혹사 물레야 물레야",1,9,1,1,1,"4",22,"4",0
"2694",128,"여자 보험왕 : 그녀의 영업비밀",20,20,1,0,1,"2",31,"5",0
"2695",1,"여자 보험왕 : 그녀의 영업비밀 무삭제",1,1,1,0,1,"4",15,"3",0
"2696",1,"여자 아나운서의 속살",1,1,1,0,1,"4",1,"1",0
"2697",1,"여자 하숙집 무삭제",1,1,1,0,1,"3",16,"3",0
"2698",129,"여자 하숙집2",20,20,1,0,1,"1",19,"3",0
"2700",1,"여자가 된 불륜녀",1,1,1,0,1,"4",4,"1",0
"2702",3468,"여자들",119,555,11,0,1,"2",24,"4",0
"2703",131,"여자들 : 섹스의 만족도",20,20,1,0,1,"3",9,"2",0
"2704",1,"여자들 : 섹스의 만족도 무삭제",1,1,1,0,1,"1",19,"3",0
"2705",30,"여자의 일생",1,2,1,0,0,"1",19,"3",0
"2706",1,"여자이고 싶은 새엄마",1,1,1,0,1,"2",7,"1",0
"2707",123,"여자친구",20,20,1,0,1,"4",26,"4",0
"2708",1,"여작가와 편집장",1,1,1,0,1,"4",1,"1",0
"2709",1,"여직원:그녀의 섹스영업",1,1,1,0,1,"1",16,"3",0
"2710",1,"여직원들 사무실 교환섹스",1,1,1,0,1,"3",11,"2",0
"2711",125,"여친 엄마",20,20,1,0,1,"2",3,"1",0
"2712",1,"여친 엄마 무삭제",1,1,1,0,1,"3",16,"3",0
"2713",34,"여친남친",4,11,4,1,0,"4",29,"5",0
"2717",30116,"역모-반란의 시대",674,4100,6,0,1,"3",23,"4",0
"2718",1,"연변 아가씨의 맛섹사-무삭제판",1,1,1,0,1,"1",12,"2",0
"2719",2,"연변 아가씨의 맛섹사 - 감독판",2,2,1,0,1,"4",15,"3",0
"2720",1139,"연산군",5,37,5,1,1,"2",14,"2",0
"2721",137,"연상녀들 : 내가 가르쳐 줄게",21,21,2,0,1,"2",28,"4",0
"2722",1,"연상녀들 : 내가 가르쳐 줄게 무삭제",1,1,1,0,1,"4",19,"3",0
"2723",406,"연애담",7,12,7,0,1,"2",17,"3",0
"2724",1,"연애사슬",1,1,1,0,1,"4",26,"4",0
"2726",1,"연예인 닮은 처제",1,1,1,0,1,"4",11,"2",0
"2728",1,"연하남과 러브호텔",1,1,1,0,1,"4",8,"2",0
"2732",52,"열세살 수아",1,2,1,1,1,"1",9,"2",0
"2735",990111,"염력",2434,45676,10,0,1,"4",22,"4",1
"2736",138,"엽문3: 최후의 대결",5,10,5,0,0,"3",2,"1",0
"2738",30,"영 앤 뷰티풀",1,2,1,1,0,"2",31,"5",0
"2744",183,"영웅본색",7,9,7,1,0,"3",4,"1",0
"2745",93,"영웅본색 2",5,5,5,1,0,"3",18,"3",0
"2746",20,"영웅본색 3",4,7,4,1,0,"3",16,"3",0
"2747",10659,"영웅본색4",231,1405,7,0,0,"1",12,"2",0
"2749",1,"영화관에서 당하는 여자들",1,1,1,0,1,"4",15,"3",0
"2750",10,"영화관에서 발정",1,1,1,0,1,"3",4,"1",0
"2752",1,"옆집 미인 사모님과 함께-무삭제판-",1,1,1,0,1,"2",17,"3",0
"2753",1,"옆집 여자:처음엔 거부 나중엔 신음2",1,1,1,0,1,"1",26,"4",0
"2754",41910,"예감은 틀리지 않는다",281,1638,12,0,0,"2",24,"4",0
"2755",1038,"예브게니 오네긴",49,73,5,0,1,"3",2,"1",0
"2756",2,"예쁜 형수 무삭제판",2,2,2,0,1,"2",24,"4",0
"2757",200850,"예수는 역사다",864,5713,30,0,1,"2",3,"1",0
"2758",968,"예스 평창!",22,67,5,0,1,"4",19,"3",0
"2763",3796,"오두막",28,196,19,0,1,"2",3,"1",0
"2766",1,"오렌지 소파의 스와핑",1,1,1,0,1,"4",5,"1",0
"2772",20,"오르가즘 레슨 페티쉬편",1,1,1,0,1,"3",11,"2",0
"2773",20,"오르가즘 레슨 하드코어편",1,1,1,0,1,"3",11,"2",0
"2774",1,"오르가즘 마사지",1,1,1,0,1,"3",25,"4",0
"2776",864757,"오리엔트 특급 살인",2036,35102,11,0,1,"3",13,"2",1
"2777",0,"오발탄",2,2,2,1,1,"2",3,"1",0
"2778",91,"오버더톱",3,3,3,1,1,"1",5,"1",0
"2779",1675,"오버드라이브",116,451,3,0,0,"4",4,"1",0
"2780",275,"오베라는 남자",1,2,1,0,0,"3",11,"2",0
"2782",50,"오스트레일리아",1,1,1,1,1,"1",12,"2",1
"2783",17,"오싹한 연애",4,4,4,1,1,"2",10,"2",1
"2784",0,"오아시스 세탁소",1,1,1,0,1,"4",19,"3",0
"2787",5,"오월愛",1,1,1,1,1,"2",10,"2",0
"2789",98388,"오즈: 신기한 마법가루",977,3837,9,0,0,"2",10,"2",0
"2790",150,"오즈의 마법사",4,4,4,1,1,"2",17,"3",0
"2791",14299,"오직 사랑뿐",257,1378,11,0,0,"3",27,"4",0
"2792",90,"오직 사랑하는 이들만이 살아남는다",2,2,2,0,0,"3",13,"2",0
"2797",553,"오페라의 유령",9,22,9,1,1,"2",24,"4",0
"2799",218466,"옥자",477,7278,16,0,1,"2",3,"1",1
"2800",49612,"온리 더 브레이브",620,4440,10,0,1,"4",1,"1",0
"2801",301,"온리 유",5,14,5,0,0,"2",28,"4",0
"2802",18,"온천에서 유혹하는 처제",1,1,1,0,1,"3",4,"1",0
"2803",1,"온천여관의 여인들",1,1,1,0,1,"2",14,"2",0
"2804",1,"온천탕 스와핑 부부",1,1,1,0,1,"3",9,"2",0
"2806",70295,"올 더 머니",660,4338,12,0,1,"4",15,"3",0
"2807",698,"올 더 뷰티",18,87,4,0,0,"3",20,"3",0
"2809",2089,"올 리브 올리브",96,423,11,0,1,"2",3,"1",0
"2810",60,"올 아이 니드",1,1,1,0,1,"2",10,"2",0
"2811",7836,"올 아이즈 온 미",300,1226,7,0,1,"2",31,"5",0
"2812",9820,"올드마린보이",181,819,20,0,1,"3",18,"3",0
"2813",2353,"올드보이",42,254,14,1,1,"2",24,"4",0
"2814",268,"올란도",4,4,4,1,0,"2",7,"1",0
"2815",176,"올래?! 천사들의 도시편",20,20,1,0,1,"3",11,"2",0
"2816",60,"올래?! 천사들의 도시편 무삭제",1,1,1,0,1,"3",20,"3",0
"2817",172,"올리고당 더 무비",20,20,1,0,1,"2",3,"1",0
"2818",33,"올리버",2,2,2,1,0,"2",31,"5",0
"2825",46,"완득이",2,2,2,1,1,"2",14,"2",1
"2826",3138,"완벽한 거짓말",45,236,7,0,0,"2",21,"3",0
"2827",54,"완벽한 망상",1,1,1,0,1,"4",29,"5",0
"2828",4,"완벽한 섹스의 맛-감독판",4,4,2,0,1,"4",8,"2",0
"2829",19,"완벽한 섹스의 발견",5,19,2,0,1,"1",16,"3",0
"2830",1,"완벽한 여비서",1,1,1,0,1,"3",13,"2",0
"2831",1,"완숙 엄마: 아들의 고백 (무삭제)",1,1,1,0,1,"2",10,"2",0
"2832",38,"완전범죄: 키드냅",10,38,3,0,0,"1",26,"4",0
"2833",21,"완전한 세상",1,1,1,1,1,"4",19,"3",0
"2834",2,"왓 위민 원트",1,1,1,1,0,"4",18,"3",0
"2837",0,"왕십리",2,2,2,1,1,"4",1,"1",0
"2838",1,"왕을 참하라 무삭제판",1,1,1,0,1,"1",19,"3",0
"2841",1,"왜곡:저주받은 공간",1,1,1,0,1,"3",18,"3",0
"2842",41,"외계 대 침공",11,41,3,0,0,"3",4,"1",0
"2844",1,"외로운 미망인:시아버지와 도련님",1,1,1,0,1,"4",22,"4",0
"2846",130,"외출 2",20,20,1,0,1,"4",11,"2",0
"2847",1,"외출 2 무삭제",1,1,1,0,1,"1",19,"3",0
"2850",3,"요리학원에서 스와핑",1,1,1,0,1,"2",28,"4",0
"2851",1,"요염한 게이샤의 접대",1,1,1,0,1,"2",14,"2",0
"2852",1,"요정 미인관",1,1,1,0,1,"3",13,"2",0
"2853",179,"요정 미인관 무삭제판",20,20,1,0,1,"3",27,"4",0
"2854",1,"욕구불만녀:많이 쌓였어요",1,1,1,0,1,"4",15,"3",0
"2857",1,"욕정 가정부의 엉덩이",1,1,1,0,1,"3",2,"1",0
"2858",10,"욕정에 무너진 새엄마",1,1,1,0,1,"3",18,"3",0
"2860",0,"용서받지 못한 자",1,1,1,1,1,"4",22,"4",0
"2861",1126,"용순",48,222,11,0,1,"2",3,"1",1
"2862",968,"용의 치과의사",59,211,4,0,1,"3",9,"2",0
"2863",318,"용의자 X적헌신",6,25,2,0,0,"1",16,"3",0
"2865",244,"우나기",2,2,2,1,1,"3",4,"1",0
"2870",111,"우리 손자 베스트",3,5,3,0,1,"2",7,"1",0
"2871",30,"우리 학교",1,1,1,1,1,"1",26,"4",0
"2874",11275,"우리는 같은 꿈을 꾼다",126,729,16,0,0,"3",13,"2",0
"2875",2432,"우리는 썰매를 탄다",116,429,8,0,1,"4",19,"3",0
"2876",441,"우리들",11,21,8,0,1,"2",3,"1",0
"2880",6555,"우리를 침범하는 것들",177,896,9,0,0,"2",3,"1",0
"2882",35360,"우리의 20세기",338,2112,15,0,1,"3",11,"2",0
"2884",7,"우린 액션배우다",2,3,2,1,1,"4",11,"2",0
"2885",0,"우묵배미의 사랑",2,2,2,1,1,"4",1,"1",0
"2887",162,"우아한 거짓말",1,1,1,0,1,"3",27,"4",0
"2889",0,"우주의 크리스마스",2,2,2,0,1,"3",2,"1",0
"2891",4791,"운동회",166,709,8,0,1,"3",18,"3",0
"2893",1,"운전면허학원 여교사",1,1,1,0,1,"1",12,"2",0
"2896",60,"울보 권투부",1,3,1,0,1,"4",8,"2",0
"2897",35,"울프 크릭 2",11,35,3,0,0,"3",4,"1",0
"2900",32,"워낭소리",2,2,2,1,1,"3",6,"1",0
"2906",141,"워터 디바이너",2,4,2,0,1,"2",21,"3",1
"2907",50,"원 나이트 스탠드 - 찢어진 웨딩드레스",1,1,1,0,1,"3",11,"2",0
"2908",37,"원 나잇 리멤버",10,37,3,0,1,"1",12,"2",0
"2909",136,"원 데이",6,7,6,1,1,"3",4,"1",0
"2910",46,"원 웨이 티켓",1,2,1,1,1,"4",26,"4",0
"2911",258181,"원더",890,10150,19,0,1,"4",11,"2",0
"2912",7395,"원더 우먼",112,506,6,0,1,"2",3,"1",0
"2913",21884,"원더 휠",338,1877,10,0,1,"4",1,"1",0
"2914",887,"원더스트럭",3,8,2,0,1,"1",16,"3",0
"2915",19796,"원더풀 라이프",189,1400,11,1,1,"4",25,"4",0
"2916",271,"원라인",5,6,5,0,1,"2",17,"3",1
"2918",41031,"원스",390,3193,13,1,0,"2",3,"1",0
"2919",243,"원스 어폰 어 타임 인 아메리카",1,4,1,1,1,"4",22,"4",0
"2920",177,"원정여행",20,20,1,0,1,"2",28,"4",0
"2921",222,"원죄",12,40,3,0,1,"1",2,"1",0
"2922",22,"원초적 본능",1,3,1,1,1,"3",25,"4",0
"2924",9,"원피스 필름 골드",1,1,1,0,1,"3",11,"2",1
"2926",903096,"월요일이 사라졌다",1366,24245,11,0,0,"4",12,"2",0
"2927",14329,"월터의 상상은 현실이 된다",198,1166,6,1,1,"4",11,"2",0
"2928",167,"월하",6,25,6,0,1,"4",11,"2",0
"2929",998,"월ㆍE",10,24,2,1,1,"3",13,"2",0
"2931",354,"웨스트 사이드 스토리",4,12,4,1,1,"2",17,"3",0
"2933",1,"위 고 온",1,1,1,0,1,"4",25,"4",0
"2934",212,"위 아 엑스",5,8,5,0,0,"2",3,"1",0
"2935",215,"위 워 솔저스",2,6,2,1,1,"4",8,"2",1
"2936",95,"위대한 독재자",1,6,1,1,1,"3",25,"4",0
"2937",184,"위대한 레보스키",2,3,2,1,1,"4",12,"2",0
"2939",1401345,"위대한 쇼맨",2941,36220,20,0,1,"4",11,"2",1
"2942",680,"위대한 탄생",18,58,3,1,1,"4",11,"2",0
"2943",239,"위로공단",6,6,6,0,1,"2",10,"2",0
"2944",68410,"위시 어폰",840,4495,9,0,1,"2",10,"2",0
"2945",60,"위자 엑소시즘",1,1,1,0,1,"4",26,"4",0
"2947",64,"위켄즈",2,2,2,0,1,"4",18,"3",0
"2948",3,"위크엔드 인 파리",2,2,2,0,0,"1",12,"2",0
"2949",57,"위트니스",2,2,2,1,1,"1",12,"2",0
"2950",60,"위험한 채팅",1,1,1,0,1,"4",26,"4",0
"2951",50819,"윈드 리버",733,5059,12,0,1,"2",14,"2",0
"2952",7574,"윈드 리버: 감독판",49,336,6,0,1,"3",18,"3",0
"2954",23,"윈터 슬립",2,3,2,0,0,"2",3,"1",0
"2955",59,"윌로씨의 휴가",1,1,1,1,0,"3",9,"2",0
"2957",1,"유니폼을 벗은 관리인",1,1,1,0,1,"4",15,"3",0
"2960",416,"유리씨즈",2,6,2,1,0,"2",14,"2",0
"2961",22752,"유리정원",670,4480,9,0,1,"3",16,"3",0
"2962",1,"유부녀 야썰",1,1,1,0,1,"4",4,"1",0
"2963",1,"유부녀:탐스러운 옆집남자의 물건",1,1,1,0,1,"4",25,"4",0
"2964",1,"유부녀의 누드 알바",1,1,1,0,1,"3",16,"3",0
"2965",1,"유부녀의 불륜고백",1,1,1,0,1,"4",19,"3",0
"2966",1,"유부녀의 육체정산",1,1,1,0,1,"2",31,"5",0
"2967",1,"유사성행위 술집",1,1,1,0,1,"4",5,"1",0
"2968",31,"유스",1,1,1,0,0,"2",21,"3",0
"2969",1,"유어 무브",1,1,1,0,1,"4",11,"2",0
"2971",495,"유주얼 서스펙트",10,13,10,1,1,"2",31,"5",0
"2973",61,"유키와 니나",3,3,3,1,0,"1",19,"3",0
"2974",1,"유혹 : 손님의 아내",1,1,1,0,1,"3",13,"2",0
"2975",1,"유혹당한 요가교실",1,1,1,0,1,"4",26,"4",0
"2976",1,"유혹의 덫 무삭제 특별판",1,1,1,0,1,"2",31,"5",0
"2977",1,"육식계 간호사",1,1,1,0,1,"2",14,"2",0
"2978",3,"육체 알바의 유부녀",1,1,1,0,1,"3",23,"4",0
"2979",6,"육체로 따낸 계약",1,1,1,0,1,"3",18,"3",0
"2980",1,"육체영업의 꽃",1,1,1,0,1,"3",25,"4",0
"2981",177,"육체인터뷰",20,20,1,0,1,"2",10,"2",0
"2982",274,"율리시즈의 시선",3,3,3,1,0,"2",24,"4",0
"2983",199,"은밀한 교육의 비밀",30,59,3,0,1,"4",4,"1",0
"2984",1,"은밀한 접대:스폰서",1,1,1,0,1,"3",11,"2",0
"2987",511,"은판 위의 여인",14,33,8,0,0,"3",13,"2",0
"2989",153,"은하해방전선",4,5,4,1,1,"3",6,"1",0
"2990",18323,"은혼",289,2136,5,0,1,"3",27,"4",0
"2992",177,"음란 기생 - 무삭제판",20,20,1,0,1,"2",10,"2",0
"2993",1,"음란 시아버지와 며느리",1,1,1,0,1,"4",11,"2",0
"2994",1,"음란모녀의 성욕 이발소",1,1,1,0,1,"4",1,"1",0
"2995",4,"음란한 거유 새엄마",1,1,1,0,1,"3",11,"2",0
"2996",2,"음란한 절의 거유부인",1,1,1,0,1,"3",6,"1",0
"2997",10,"음란한 처제",1,1,1,0,1,"4",8,"2",0
"2998",2,"음란한 형제 : 형수와 처제 무삭제판",2,2,2,0,1,"2",24,"4",0
"2999",1,"의붓아들 농락하는 새엄마",1,1,1,0,1,"1",16,"3",0
"3003",1682,"이 세상의 한구석에",50,182,4,0,1,"3",6,"1",0
"3004",66,"이것이 법이다",2,3,2,1,1,"4",4,"1",0
"3005",69,"이노센스",2,2,2,1,1,"3",20,"3",0
"3006",857,"이도메네오",49,73,6,0,1,"2",28,"4",0
"3008",1101,"이레이저 헤드",19,51,11,1,0,"2",28,"4",0
"3010",123,"이모의 유혹",19,20,2,0,1,"4",26,"4",0
"3011",1,"이모의 유혹-무삭제",1,1,1,0,1,"1",2,"1",0
"3012",40523,"이모티: 더 무비",304,1950,8,0,1,"2",24,"4",0
"3014",948,"이별",4,37,3,1,1,"2",28,"4",0
"3016",1,"이쁜 여관 주인 아줌마",1,1,1,0,1,"3",16,"3",0
"3017",1,"이사온 부부스와핑",1,1,1,0,1,"3",2,"1",0
"3022",233,"이수아",8,23,4,0,1,"3",27,"4",0
"3023",1,"이스케이프 플랜: 코드네임 제로",1,1,1,0,1,"4",5,"1",0
"3028",31,"이웃사람",2,2,2,1,1,"2",7,"1",1
"3030",10854,"이웃집 스타",478,2367,5,0,1,"3",4,"1",0
"3032",609,"이유없는 반항",2,12,2,1,1,"2",3,"1",0
"3033",0,"이재수의 난",1,1,1,1,1,"1",2,"1",0
"3035",459,"이조 여인잔혹사",2,17,2,1,1,"3",13,"2",0
"3039",1,"이채담의 지스팟",1,1,1,0,1,"3",23,"4",0
"3040",3,"이채담의 지스팟-무삭제",1,1,1,0,1,"4",4,"1",0
"3043",8671,"이터널 선샤인",99,472,22,1,1,"2",31,"5",0
"3045",160165,"이프 온리",634,8770,13,1,1,"3",20,"3",0
"3047",36,"인 더 하우스",1,2,1,1,0,"2",31,"5",0
"3048",1,"인 서클",1,1,1,0,0,"4",12,"2",0
"3051",15,"인간중독",2,7,2,0,1,"3",18,"3",1
"3053",29,"인게이지먼트",1,1,1,1,0,"1",5,"1",0
"3054",76,"인도로 가는길",2,2,2,1,1,"4",19,"3",0
"3055",1482,"인도차이나",4,22,4,1,0,"3",2,"1",0
"3060",48,"인디아나 존스 - 마궁의 사원, 저주받은 사원",1,2,1,1,1,"4",12,"2",0
"3077",1,"인디펜던츠 데이: 외계의 대침공",1,1,1,0,1,"4",4,"1",0
"3083",192,"인랑",2,4,2,1,1,"3",20,"3",0
"3084",275,"인랜드 엠파이어",2,3,2,1,0,"3",13,"2",0
"3085",3,"인류멸망 주식회사",1,1,1,0,0,"3",9,"2",0
"3089",94983,"인비저블 게스트",594,4586,11,0,0,"2",28,"4",0
"3090",185,"인생은 아름다워",1,1,1,1,0,"2",3,"1",0
"3091",3372,"인생을 애니메이션처럼",109,413,6,0,1,"3",18,"3",0
"3093",7573,"인셉션",2,18,2,1,1,"3",18,"3",0
"3094",60,"인스턴트 데스",1,1,1,0,1,"2",28,"4",0
"3095",13,"인시디어스",1,1,1,1,1,"2",7,"1",1
"3096",554535,"인시디어스4: 라스트 키",1878,23887,9,0,1,"4",15,"3",0
"3097",2238,"인어공주",12,36,2,1,1,"3",13,"2",0
"3098",1,"인어공주 이야기",1,1,1,0,1,"3",30,"5",0
"3099",0,"인정사정 볼 것 없다",1,1,1,1,1,"4",4,"1",0
"3100",94,"인크레더블",4,8,2,1,1,"3",13,"2",0
"3101",1,"인크레더블 스파이더",1,1,1,0,1,"3",2,"1",0
"3103",4931,"인터스텔라",2,13,2,0,1,"3",18,"3",0
"3104",731,"인투 더 나잇",18,27,5,0,1,"2",3,"1",0
"3105",459,"인투 더 포레스트",11,40,4,0,0,"3",13,"2",0
"3106",1,"인페르노 타워",1,1,1,0,0,"3",16,"3",0
"3107",266,"인피니티 포스 스페셜 에디션 1",30,85,3,0,1,"4",4,"1",0
"3108",17,"인휴먼즈",4,4,1,0,1,"3",9,"2",0
"3110",704,"일 트로바토레 잘츠부르크 페스티벌",34,40,4,0,0,"2",31,"5",0
"3111",178,"일대일",21,21,2,0,1,"2",31,"5",0
"3112",9,"일루셔니스트",1,2,1,1,0,"2",17,"3",0
"3116",133,"일본 엄마 2",21,21,2,0,1,"3",23,"4",0
"3117",1,"일본 엄마 2 무삭제",1,1,1,0,1,"1",19,"3",0
"3118",1,"일본 엄마 무삭제",1,1,1,0,1,"2",14,"2",0
"3120",15,"일본패망하루전",1,1,1,0,1,"3",6,"1",0
"3122",500,"일주일 그리고 하루",26,91,5,0,0,"4",19,"3",0
"3123",2508,"일주일간 친구",72,250,7,0,1,"4",18,"3",0
"3124",224,"일진",16,74,4,0,1,"4",19,"3",0
"3125",47088,"잃어버린 도시 Z",801,6351,8,0,1,"3",11,"2",0
"3127",600,"임금님의 사건수첩",5,5,1,0,1,"3",4,"1",1
"3128",4599,"임을 위한 행진곡",9,24,3,0,1,"1",9,"2",0
"3130",67,"잇 로컬",15,66,3,0,0,"2",14,"2",0
"3131",8942,"잇 컴스 앳 나잇",386,1843,5,0,1,"3",9,"2",0
"3132",62,"잉글리쉬 페이션트",1,3,1,1,1,"4",12,"2",0
"3135",7,"자객 섭은낭",2,2,2,0,0,"3",11,"2",0
"3136",1,"자꾸 열리는 검은 속옷",1,1,1,0,1,"4",22,"4",0
"3140",127,"자매의 S스캔들",20,20,2,0,1,"2",31,"5",0
"3141",1,"자매의 사정",1,1,1,0,1,"3",11,"2",0
"3143",92,"자백",1,1,1,0,1,"3",13,"2",0
"3146",2024,"자유 결혼",3,38,3,1,1,"2",17,"3",0
"3148",403,"자유부인 '81",2,15,2,1,1,"4",18,"3",0
"3151",1539,"자이언트",6,30,6,1,1,"2",3,"1",0
"3155",139,"작은 엄마",20,20,1,0,1,"3",25,"4",0
"3156",1,"작은 엄마 2: 삼촌의 여자들",1,1,1,0,1,"4",18,"3",0
"3157",1,"작은 엄마 2: 삼촌의 여자들 (무삭제)",1,1,1,0,1,"1",5,"1",0
"3158",1,"작은 엄마 무삭제",1,1,1,0,1,"1",19,"3",0
"3159",2,"작은 엄마: 삼촌의 아내를 탐하다 (무삭제)",2,2,2,0,1,"2",24,"4",0
"3162",1,"작은엄마 2: 삼촌이 없던 날 (무삭제)",1,1,1,0,1,"2",7,"1",0
"3163",37,"작쩐",12,37,3,0,0,"3",25,"4",0
"3165",96,"잔느 딜망",3,3,3,1,0,"1",26,"4",0
"3168",3,"잠 못 드는 밤",3,3,3,1,1,"2",31,"5",0
"3169",1,"잠 못드는 공포이야기",1,1,1,0,1,"3",11,"2",0
"3170",35429,"잠깐만 회사 좀 관두고 올게",584,3265,11,0,1,"3",9,"2",0
"3172",0,"잡스",1,1,1,1,1,"3",30,"5",1
"3173",101,"잡식가족의 딜레마",6,14,6,0,1,"2",17,"3",0
"3174",1747,"장 르누아르 특별전-황금마차",2,20,2,1,0,"2",7,"1",0
"3176",1174,"장고 인 멜로디",43,162,10,0,0,"3",4,"1",0
"3177",0,"장군의 아들",1,1,1,1,1,"3",4,"1",0
"3178",1,"장난치는 관능천사",1,1,1,0,1,"4",22,"4",0
